translation,gloss
John is giving mother chocolate.,CHOCOLATE fs-JOHN GIFT:i MOTHERwg IX-3p:i
John is right now giving chocolate to mother.,fs-JOHN NOW i:GIVE:j CHOCOLATE MOTHERwg IX-3p:j
John will give chocolate to mother.,fs-JOHN FUTURE neu:GIVE:j CHOCOLATE MOTHERwg IX-3p:j
Will John give chocolate to mother?,fs-JOHN IX-loc:i FUTURE neu:GIVE:j CHOCOLATE IX-loc:j MOTHER IX-3p:j
Did mother already give John chocolate?,FINISH MOTHER FINISH GIFT:i fs-JOHN CHOCOLATE
The student likes chocolate but doesn't like to read books.,IX-3p:i STUDENT !LIKE! CHOCOLATE NOT LIKE READ+ BOOK
"The teacher likes reading, but does she like movies? no, she doesn't.",TEACHER LIKE READ+ LIKE MOVIE #NO NOT
"Father likes John's house, but does he like John's car? No, he doesn't.",FATHER LIKE fs-JOHN HOUSE LIKE POSS-3p:j CAR #NO NOT
Father likes both books and movies.,FATHER LIKE BOTH BOOK AND MOVIE
John likes his father's house and car.,"""um"" fs-JOHN LIKE POSS-3p:j FATHERwg HOUSE CAR"
John likes cars and books.,fs-JOHN LIKE CAR BOOK+
The teacher finished reading the magazine and is now reading a book.,TEACHER FINISH READ MAGAZINE !NOW! READ BOOK+
"When you finish reading the magazine, you will read a book.",IX-2p:i FINISH READ+ MAGAZINE (L)FUTURE READ BOOK
"When the teacher finishes reading the magazine, she will read a book.",TEACHER FINISH READ MAGAZINE FUTURE READ BOOK
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
Mother likes movies.,MOTHER LIKE MOVIE
Mother likes this book.,MOTHER LIKE IX-3p:i BOOK+
Mother does not like the movie.,MOTHER NOT LIKE MOVIE IX-3p:i
John won't like the movie.,fs-JOHN FUTURE^NOT LIKE MOVIE IX-3p:i
Father will really like that book!,FATHERwg FUTURE LIKE IX-3p:i THAT:i BOOK+ FUTURE
How many books did John's father give John?,(1h)HOW-MANY BOOK+ fs-JOHN FATHER GIFT:i fs-JOHN part:indef
"As for John giving the teacher cars, how many did he give him/her?",CAR fs-JOHN GIFT:i TEACHER HOW-MANY CAR
The teacher now is at the house there.,TEACHER NOW IX-3p:i HOUSE IX-loc:i
Is the teacher in the house there?,IX-3p:i TEACHER IN (2h)IX-3p:j HOUSE IX-loc:j
Is the teacher already in the house?,(1h)TEACHER FINISH IN HOUSE IX-loc:i
The teacher is not in (that) house there.,TEACHER NOT IN HOUSE IX-loc:i
The teacher is in the car.,TEACHER IN IX-3p:i CAR
The student bought a car yesterday.,YESTERDAY STUDENT BUY CAR
Did the student already buy a car yesterday?,YESTERDAY IX-3p:i STUDENT FINISH BUY CAR QMwg
Did the teacher already buy a house yesterday?,YESTERDAY (1h)TEACHER BUY HOUSE FINISH
Mother already bought a book yesterday.,YESTERDAY MOTHER BUY BOOK FINISH
It's a *book* that mother already bought yesterday.,BOOK+ MOTHER BUY YESTERDAY FINISH
It's a book the teacher gave the student.,"""um"" BOOK TEACHER neu:GIVE:j STUDENT"
The teacher gave a book to all the students.,"""um"" TEACHER neu:GIVE:j BOOK neu:GIVE-3p-pl-arc #ALL STUDENT"
The teacher gave out the BOOKS.,TEACHER BOOK+ GIFT-3p-pl-arc
The students gave a book to the teacher.,STUDENT IX-3p-pl-arc>i i:GIFT:j BOOK IX-3p:j TEACHER
"As for the students, they gave a book to the teacher.",STUDENT IX-loc-arc BOOK GIFT-distributive:j TEACHER IX-loc:j
The students gave their books to the teacher.,BOOK STUDENT IX-loc:arc (2h)alt.neu:GIFT++:j IX-3p:j TEACHER IX-loc:j
"As for the students and (their) books, they are exchanging them now.",STUDENT BOOK NOW (2h)alt.GIVE-recip+
Has the teacher already given books to the students?,FINISH TEACHER neu:GIVE:j BOOK STUDENT IX-loc-arc
Which book has the student given to the teacher?,"WHICH BOOK+ STUDENT FINISH GIFT:j TEACHER ""WHAT"""
John finished reading the book.,fs-JOHN FINISH READ+ BOOK
Did you see something/one?,IX-2p:i SEE SOMETHING/ONE
Did you see someone?,IX-2p:i SEE SOMETHING/ONE (1h)part:indef
Did someone find a book?,SOMETHING/ONE FIND/FIND-OUT BOOK part:indef
Do you want tea or coffee?,IX-2p:i WANT TEA COFFEE part:indef
Some strange thing/person arrived.,SOMETHING/ONE STRANGE part:indef ARRIVE HERE
Some strange thing/person arrived.,SOMETHING/ONE part:indef STRANGE ARRIVE
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part:indef
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part:indef
Some strange thing/person arrived.,SOMETHING/ONE STRANGE ARRIVE part:indef
Some strange thing/person arrived.,SOMETHING/ONE part:indef STRANGE ARRIVE part:indef
Some (kind of) boat sank off Cape Cod. ,"SOMETHING/ONE part:indef BOAT SCL:3""vehicle sink"" ns-CAPE-COD IX-loc:i"
Some boat sank off Cape Cod (I think).,"part:indef SOMETHING/ONE BOAT SCL:3""vehicle sink"" ns-CAPE COD IX-loc:i"
Some boat sank (I think).,"SOMETHING/ONE BOAT SCL:B""boat sink"" part:indef"
Some boat sank off Cape Cod (I think).,"SOMETHING/ONE BOAT SCL:3""vehicle sink"" ns-CAPE-COD part:indef"
Some boat sank off Cape Cod (I think).,"SOMETHING/ONE BOAT SCL:3""vehicle sink"" ns-CAPE-COD part:indef"
Some boat sank near Cape Cod (I think).,"SOMETHING/ONE BOAT SCL:3""vehicle sink"" NEAR ns-CAPE-COD part:indef"
Some (kind of) boat sank near Cape Cod.,"SOMETHING/ONE part:indef BOAT SCL:3""vehicle sink"" NEAR ns-CAPE-COD part:indef"
Some (kind of) boat sank near Cape Cod.,"SOMETHING/ONE part:indef BOAT SCL:3""vehicle sink"" NEAR ns-CAPE-COD part:indef"
Did the student buy many books?,STUDENT BUY+ MANY BOOK part:indef
Did the student buy many books?,STUDENT BUY+ MANY BOOK part:indef
John finished reading the book.,fs-JOHN FINISH READ+ BOOK+
When did John finish reading the book?,fs-JOHN FINISH READ BOOK #WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK #WHEN
When did John finish reading the book?,fs-JOHN FINISH READ BOOK WHEN
John hasn't finished reading the book yet.,fs-JOHN NOT-YET FINISH READ BOOK
When will John finish reading the book?,fs-JOHN FUTURE FINISH READ BOOK WHEN
"Has John already read the book, has he?",fs-JOHN FINISH READ BOOK FINISH
Has John already read the book?,fs-JOHN FINISH READ BOOK
Did John finish reading the book?,fs-JOHN FINISH READ BOOK QMwg
"That book, John finished reading it yesterday.",THAT BOOK+ fs-JOHN FINISH READ YESTERDAY
"That book, John finished reading it yesterday.",THAT BOOK fs-JOHN FINISH READ BOOK YESTERDAY
"That book, John finished reading it yesterday.",THAT BOOK fs-JOHN FINISH READ YESTERDAY
"After class, John has finished reading the book.",OVER/AFTER CLASS NOW fs-JOHN FINISH READ BOOK
"If the teacher requires it, then John will read a book.",#IF TEACHER REQUIRE fs-JOHN FUTURE READ BOOK
"As for John reading a book, he already did!",fs-JOHN READ BOOK FINISH
What is John reading a book about? ,"fs-JOHN READ BOOK ABOUT ""WHAT"""
What is John reading a book about?,"fs-JOHN READ BOOK ABOUT ""WHAT"""
"If John needs more information, he will read the book.",fs-JOHN NEED MORE INFORMATION IX-3p:i FUTURE READ BOOK
"When John reads the book, he will know more about LIncoln's life.",fs-JOHN READ+ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p:i LIFE
"When John finds out about the test, he will freak out and need to read the book.","fs-JOHN FIND^#OUT TEST (2h)DCL:B""hair on head raising"" (2h)NEED READ BOOK"
"When John finds out about the test, he will freak out and need to read the book.","fs-JOHN FIND^#OUT TEST (2h)DCL:B""hair on head raising"" (2h)NEED READ BOOK"
"Once John had found out that there is a test, he read the book.",fs-J FIND^#OUT TEST+ FINISH READ+++ BOOK++
It's that student's father that is buying a house. ,STUDENT IX-loc:i POSS-3p:i FATHERwg BUY HOUSE
That student's father will buy a house.,STUDENT POSS-3p:i FATHERwg FUTURE BUY HOUSE
It's that student's mother that is buying a car.,STUDENT POSS-3p:i MOTHER+ BUY CAR
Which house did the student's father buy?,STUDENT IX-loc:i POSS-3p:j FATHER BUY HOUSE WHICH
Will mother read the book?,MOTHER (V)FUTURE READ BOOK+ QMwg
Why did father buy that book?,FATHER BUY THAT:i BOOK (25)WHY
Why does father have to buy that book there?,FATHER MUST BUY BOOK IX-loc:i (25)WHY
Mother should not buy that car!,MOTHER SHOULD NOT BUY THAT:i CAR part:indef
Should mother buy a car?,MOTHER SHOULD BUY CAR
Why should mother buy a car?,MOTHER SHOULD BUY CAR (25)WHY (1h)part:indef
I've never seen John's car.,IX-1p NEVER SEE fs-JOHN POSS-3p:i CAR NEVER
It's John's CAR I've never seen.,fs-JOHN POSS-3p:i CAR NEVER SEE IX-1p
It's John's car I've never seen.,fs-JOHN POSS-3p:i CAR NEVER SEE IX-1p
"As for John's car, I've never seen (it).",fs-JOHN POSS-3p:i CAR NEVER SEE IX-1p
Father must give a car to John.,MUST FATHER neu:GIVE:j CAR IX-3p:j fs-JOHN IX-loc:j
His father MUST give John a car.,FATHER IX-3p:i !MUST! GIFT:k fs-JOHN CAR
John's father must give the car to Mary.,fs-JOHN FATHERwg IX-3p:i !MUST! neu:GIFT:j CAR IX-3p:j fs-MARY
"It's John's father, him, who must give a car to Mary.",fs-JOHN POSS-3p:i FATHERwg IX-3p:i MUST neu:GIFT:j CAR IX-3p:j fs-MARY
It's Mary there to whom John's father must give a car.,IX-3p:i fs-MARY IX-loc:i fs-JOHN FATHER MUST j:GIFT:i CAR
John should give car to the father.,fs-JOHN SHOULD neu:GIFT:i CAR IX-3p:i FATHER
It's John who will give a car to (his) father.,fs-JOHN IX-3p:i FUTURE GIFT:j (1h)CAR IX-3p:j FATHER
Mother will buy a house.,MOTHER FUTURE BUY HOUSE
Will mother buy a house?  No.,MOTHER FUTURE BUY HOUSE
Mother is not buying a house.,MOTHER NOT BUY HOUSE
WIll mother buy a house?  No.,MOTHER FUTURE BUY HOUSE
Mother doesn't want to buy a house.,MOTHER NOT-WANT BUY HOUSE
Will mother buy a house?,MOTHER FUTURE BUY HOUSE
How many books will John buy?,(1h)HOW-MANY BOOK fs-JOHN FUTURE BUY
Which of those two books did the student give the teacher?,STUDENT GIFT:j TEACHER WHICH BOOK IX-3p:k IX-3p:m IX-3p:k IX-3p:m
John is in the house right now reading a book.,fs-JOHN IN IX-3p:i HOUSE IX-loc:i NOW IX-loc:i IX-3p:j READ+ BOOK IX-3p:i
What he is crazy about reading about is cars.,IX-3p:j LIKE CRAZY READ ABOUT CAR
"When that's done, when he's read the book, he will give it to the teacher.",FINISH BOOK READ+ (1h)FINISH FUTURE TEACHER:k
Then he will go and buy another book.,j:GO BUY OTHER BOOK
His parents have been giving and buying him books for a while now.,MOTHER+FATHER (2h)alt.GIVE+++:j BUY++ BOOK (2h)alt.GIVE+:j UP-TO-NOW
The teacher expects John to read a lot.,TEACHER EXPECT fs-JOHN READ+ MUCH
"(The teacher) regularly watches him,  encouraging him to read.",AND (2h)LOOK+:j COME-ON+ READ+ part:indef
The teacher is at the movies. ,TEACHER NOW IX-3p:i MOVIE
"After the movie ends, the teacher will buy a book to give to the student to read.",MOVIE END FUTURE BUY BOOK j:(1h)GIFT:k STUDENT READ+
John is in the house right now reading a book.,fs-JOHN IX-3p:i HOUSE NOW READ+ BOOK+
He loves to read about cars.,IX-3p:i KISS-FIST READ+ ABOUT #CAR READ+++
"If he can't finish reading the book, then he will give it back to the teacher.",IX-3p:i CANNOT END READ BOOK i:(1h)GIFT:j #BACK:j IX-3p:j TEACHER IX-loc:j
"After he's done, (he) will buy another book.",FINISH FUTURE BUY OTHER BOOK+
His parents give him many books and he reads them everyday.,MOTHER+FATHER (2h)alt:GIVE++:i MANY BOOK (2h)alt:GIVE++:i IX-3p:i READ+ EVERYDAY++
The teacher wants him to read a lot of books.,TEACHER WANT IX-3p:i READ MUCH BOOK+
The teacher is at the movies.,TEACHER NOW IX-loc:i IN MOVIE
After the teacher watches the movie he/she will buy a book.,IX-3p:i END WATCH MOVIE BUY BOOK+
(The teacher) will give the book to the student.,BOOK (L)FUTURE (1h)GIFT:j STUDENT
John knows that man over there.,fs-JOHN KNOW IX-3pi MAN IX-loc:i
John knows the man over there.,fs-JOHN KNOW IX-3p:i MAN IX-loc:i
John knows the man over there.,fs-JOHN KNOW IX-3p:i MAN IX-loc:i
John knows the man over there.,fs-JOHN KNOW IX-3p:i MAN IX-loc:i
John knows the man over there.,fs-JOHN KNOW IX-3p:i MAN IX-loc:i
You know John? Mary loves him.,fs-JOHN fs-MARY LOVE IX-3p:j
"You know John, Mary he loves her.",fs-JOHN fs-MARY IX-3p:i (1h)LOVE IX-3p:j
"You know John? Mary, he loves her.",fs-JOHN fs-MARY IX-3p:i (1h)LOVE
"You know John?  Mary, he loves her.",fs-JOHN fs-MARY IX-3p:i (1h)LOVE
"You know John?  Mary, he loves her.",fs-JOHN fs-MARY IX-loc:j IX-3p:i (1h)LOVE IX-loc:j
"In China, people prefer broccoli over other vegetables.",CHINA VEGETABLE PEOPLE FAVORITE/PREFER fs-BROCCOLI
his/her new car,POSS-3p:i NEW CAR
That is John's car.,IX-3p:i POSS-3p:j fs-JOHN CAR
That is John's father's car.,IX-3p:i THAT fs-JOHN POSS-3p:j FATHER CAR
Is that his father's car?,IX-3p:i POSS-3p:j FATHER CAR QMwg
Is that John's father's car?,IX-3p:i POSS-3p:j JOHN FATHER CAR
Who does that car belong to?,IX-3p:i WHO POSS-3p:j CAR
Who's car is that?,IX-3p:i WHO POSS-3p:i CAR part:indef
That used to be John's car.,IX-3p:i FORMERLY POSS-3p:j fs-JOHN CAR
That is his/her old car.,POSS-3p:i #EX CAR
John is arriving there.,fs-JOHN ARRIVE:i
(He/She) shoots Frank.,SHOOT:i fs-FRANK
"As for John, he says (he/John) loves Mary.",fs-JOHN IX-3p:i SAY LOVE fs-MARY
"As for John, he says (he/John) loves Mary.",fs-JOHN IX-3p:i SAY LOVE fs-MARY
John blames (him/her).,fs-JOHN i:BLAME:j
"As for Mary, Bill says John loves (her).",fs-MARY fs-BILL SAY fs-JOHN LOVE
"As for John, Mary blames him.",fs-JOHN fs-MARY i:BLAME:j
"As for John, Mary blames him.",fs-JOHN fs-MARY i:BLAME:j
Mary herself prefers corn.,fs-MARY SELF-3p:i FAVORITE/PREFER CORN
Mary herself prefers corn.,fs-MARY SELF-3p:i FAVORITE/PREFER CORN
People are giving Jana toys.,PEOPLE CLASS:i (2h)alt.i:GIFT+:j fs-JANA fs-TOY
People are giving Jana toys.,PEOPLE CLASS:i (2h)alt.i:GIFT++:j fs-JANA TOY
Many people are giving Jana toys.,MANY PEOPLE (2h)alt.GIFT+:j fs-JANA:j TOY
John loves Mary.,fs-JOHN LOVE fs-MARY
John is arriving.,fs-JOHN ARRIVE:i
John is arriving.,fs-JOHN ARRIVE:i
John is arriving.,fs-JOHN ARRIVE:i
All the boys in the class each gave the teacher an apple.,#ALL BOY CLASS:i (2h)alt.i:GIVE++:j TEACHER APPLE
All the boys each give the teacher an apple.,#ALL BOY (2h)alt.GIFT++:j TEACHER APPLE
All the boys each give the teacher an apple.,#ALL BOY (2h)alt.GIFT++:j TEACHER APPLE
The girl is giving John boxes.,IX-3p:i GIRL i:(1h)GIFT:j fs-JOHN BOX++
The teacher gives the boy a book repeatedly.,TEACHER i:(1h)GIFT++:j BOY BOOK
The teacher gives the boys each a book.,TEACHER (2h)GIFT-pl-arc:j BOY BOOK
John is giving the girl a box.,fs-JOHN neu:(1h)GIFT:j GIRL BOX
The girls are giving John boxes.,IX-3p-pl-arc:i GIRL neu:GIVE:pl fs-JOHN:j BOX++
The girls are giving John boxes.,IX-3p-pl-arc:i GIRL neu:(1h)GIFT:j fs-JOHN BOX++
John is giving the girls boxes.,fs-JOHN neu:(1h)GIFT-pl-arc GIRL BOX++
John is giving the girls boxes.,fs-JOHN neu:(1h)GIFT+++:i/j/k GIRL BOX++
John is giving the girl boxes.,fs-JOHN neu:(1h)GIFT:j GIRL BOX++
"John told Mary, ""I am buying a house.""",fs-JOHN TELL:j fs-MARY IX-1p:i BUY HOUSE
"John told Mary, ""I am buying a house.""",fs-JOHN TELL:i fs-MARY IX-1p BUY HOUSE
"As for Mary and vegetables, I knows she likes corn.",fs-MARY VEGETABLE KNOW IX-3p:i LIKE fs-CORN
"As for Mary and vegetables, I know she likes corn.",fs-MARY:i VEGETABLE IX-1p KNOW IX-3p:i LIKE fs-CORN
"As for Mary and vegetables, (I) know she likes corn.",fs-MARY:i VEGETABLE KNOW IX-3p:i LIKE fs-CORN
"As for Mary, as for vegetables, (I) knows she likes corn.",fs-MARY:i VEGETABLE KNOW IX-3p:i LIKE CORN
John thinks Mary loves (him).,fs-JOHN:i IX-3p:i THINK fs-MARY (1h)LOVE
John thinks Mary loves (him).,fs-JOHN IX-3p:i THINK fs-MARY:j j:(1h)LOVE:i
John thinks Mary loves (him).,fs-JOHN IX-3p:i THINK fs-MARY:j j:(1h)LOVE:i
John can buy a house.,fs-JOHN CAN BUY HOUSE
John used to not like chocolate.,fs-JOHN #EX NOT LIKE CHOCOLATE
John must buy a house.,fs-JOHN MUST BUY HOUSE
John will buy a house.,fs-JOHN FUTURE BUY HOUSE
John won't buy a house.,fs-JOHN FUTURE^NOT BUY HOUSE
John lived in Chicago.,fs-JOHN PAST LIVE CHICAGO
John will buy a car.,fs-JOHN BUY CAR FUTURE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John shouldn't buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John doesn't have to buy a house.,fs-JOHN NOT^HAVE-TO BUY HOUSE
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John decided to visit Mary.,fs-JOHN DECIDE VISIT fs-MARY
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John will not buy a house.,fs-JOHN FUTURE NOT BUY HOUSE
John wants to sell (his/a) car.,fs-JOHN WANT SELL CAR
John wants to sell his car in the future.,fs-JOHN WANT SELL CAR FUTURE
"In the future, John will go.",FUTURE fs-JOHN GO FUTURE
John prefers to go to the movies tomorrow.,fs-JOHN FAVORITE/PREFER GO MOVIE TOMORROW
"Next week, John is going to New York.",NEXT-WEEK fs-JOHN GO ns-NEW-YORK
"John, in the future, is not buying a house.",fs-JOHN FUTURE NOT BUY HOUSE
"John, in the future, won't buy a house.",fs-JOHN FUTURE FUTURE^NOT BUY HOUSE
Is John buying a car?  In the future.,fs-JOHN BUY CAR FUTURE
John should buy a car.,fs-JOHN BUY CAR SHOULD
"In the future, John should buy a car.",FUTURE fs-JOHN BUY CAR SHOULD
Is John going to buy a car?  He won't.,fs-JOHN BUY CAR FUTURE^NOT
"John can go, he can.",fs-JOHN CAN #GO CAN
"Last week, John went to New York.",LAST-WEEK fs-JOHN GO:i ns-NEW-YORK
John will visit Mary.,fs-JOHN FUTURE VISIT:i fs-MARY
John will visit Mary.,fs-JOHN FUTURE VISIT:i fs-MARY
John will visit Mary.,fs-JOHN FUTURE VISIT:i fs-MARY
John is not visiting Mary.  (He) is visiting (his) Mother.,fs-JOHN NOT VISIT:i fs-MARY:i VISIT:j MOTHER-wg IX-3p:j
John did not visit Mary.,fs-JOHN NOT VISIT:i fs-MARY
John did not visit Mary.,fs-JOHN NOT VISIT:i fs-MARY
John has visited Mary.,fs-JOHN FINISH VISIT:i fs-MARY
Ann blames Mary.,fs-ANN BLAME:i fs-MARY:i
Ann blames Mary.,fs-ANN BLAME:i fs-MARY:i
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John should finish reading the book.,fs-JOHN SHOULD FINISH READ BOOK
John will finish reading the book.,fs-JOHN FUTURE FINISH READ BOOK
John likes chocolate.,fs-JOHN LIKE CHOCOLATE
I found someone's book.,IX-1p FIND/FIND-OUT SOMETHING/ONE:j  POSS-3p:j BOOK
John's brother arrived.,fs-JOHN BROTHER ARRIVE
Someone arrived here.,SOMETHING/ONE ARRIVE HERE
John gave that man a new coat.,fs-JOHN i:(1h)GIFT:j IX-3p:j MAN NEW COAT
"John, he gave the man over there a new coat.",fs-JOHN IX-3p:i i:(1h)GIFT:j IX-3p:j MAN IX-loc:j NEW COAT
John gave the man way over there a new coat.,fs-JOHN neu:(1h)GIFT:j IX-3p:j MAN IX-loc:j NEW COAT
"John, he gave a man over there a book.",fs-JOHN IX-3p:i i:(1h)GIFT:j IX-3p:j MAN IX-loc:j BOOK
John gave a woman over there a book.,fs-JOHN neu:GIVE-indef:j IX-loc:j SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE-indef:j IX-loc:j SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE-indef:j IX-loc:j SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE-indef:j IX-loc:j SOMETHING/ONE WOMAN BOOK
That woman way over there has a book.,IX-loc:i WOMAN HAVE BOOK
The person way over there has a book.,IX-3p:i HAVE BOOK
Frank's new car broke down.,fs-FRANK POSS-3p:i NEW CAR BREAK-DOWN
Frank's car broke down.,fs-FRANK POSS-3p:i CAR BREAK-DOWN
His/her new car broke down.,POSS-3p:i NEW CAR BREAK-DOWN
I found someone's book.,IX-1p FIND/FIND-OUT SOMETHING/ONE BOOK
Frank is looking for whose book?,fs-FRANK SEARCH-FOR WHO POSS-3p:i BOOK part:indef
John's brother arrives.,fs-JOHN POSS-3p:i BROTHER ARRIVE
John's leg hurts.,fs-JOHN POSS-3p:i fs-LEG HURT
John's leg hurts.  ,fs-JOHN fs-LEG HURT
John's friend has candy.,fs-JOHN:i POSS-3p:i FRIEND:j (1h)HAVE CANDY
John's friend has candy.,fs-JOHN POSS-3p:i FRIEND:j (1h)HAVE CANDY
I don't know.  Some woman arrived here.,part:indef SOMETHING/ONE part:indef WOMAN ARRIVE part:indef
"Well, some woman arrived.",part:indef WOMAN part:indef ARRIVE HERE
Some woman arrived here.,WOMAN ARRIVE HERE
Sue bought (is buying) the blue car.,IX-3p:i CAR BLUE fs-SUE BUY
Sue bought (is buying) that blue car.,IX-3p:i CAR BLUE fs-SUE BUY:i
Someone's car was stolen.,SOMETHING/ONE CAR STEAL
Someone's car was stolen.,SOMETHING/ONE POSS-3p:i CAR STEAL
John's old house was sold yesterday.,fs-JOHN POSS-3p:i OLD HOUSE SELL YESTERDAY
Sue bought that blue car.,fs-SUE BUY IX-3p:i CAR BLUE
Sue is buying that blue car.,fs-SUE BUY IX-3p:i CAR BLUE
Sue is buying that blue car.,fs-SUE BUY IX-3p:i CAR BLUE
Sue is buying the blue car.,fs-SUE BUY CAR BLUE
John read a/the book.,fs-JOHN READ+ BOOK
John read a/the book.,fs-JOHN READ BOOK
"A student, someone, borrowed a videotape.  ",ONE STUDENT SOMETHING/ONE BORROW VIDEOTAPE
John's mother arrived.  Whose mother arrived?,fs-JOHN POSS-3p:i MOTHER ARRIVE WHO MOTHERwg ARRIVE
His/her new car broke down.,POSS-3p:i NEW CAR BREAK-DOWN
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK+"
"Who did John see, who?",fs-JOHN SEE WHO part:indef
"Who did John see, him, who?",IX-3p:i fs-JOHN SEE WHO IX-3p:i WHO
"As for John, Mary loves him.",fs-JOHN fs-MARY LOVE IX-3p:i
"As for John, he likes Mary.",fs-JOHN IX-3p:i LIKE fs-MARY
"Who, as for vegetables, prefers potatoes?",WHO VEGETABLE PREFER POTATO part:indef
What is it John loves?,"""WHAT"" fs-JOHN LOVE ""WHAT"""
"What is it John loves, what?","""WHAT"" fs-JOHN LOVE ""WHAT"""
"What is it John loves, what?","""WHAT"" fs-JOHN LOVE ""WHAT"""
Who told Bill?  Mary.,WHO TELL:i fs-BILL:i fs-MARY
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK+"
What did John buy yesterday?  Books.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK+"
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK+"
What did John buy?  Books.,"fs-JOHN BUY ""WHAT"" BOOK+"
Who told Bill yesterday?  Mary (did).  ,TELL:i fs-BILL:i YESTERDAY WHO fs-MARY
Who told Bill yesterday?  Mary (did).,TELL fs-BILL YESTERDAY WHO fs-MARY
Who did John see throw the apple?  Mary.,fs-JOHN SEE i:THROW:j APPLE WHO fs-MARY
Who arrived?,ARRIVE WHO
Who loves John?,LOVE fs-JOHN WHO
Who loves John?,LOVE fs-JOHN WHO
"Who did John see, who?","fs-JOHN SEE WHO ""WHAT"""
"Who, who does John love?",WHO fs-JOHN LOVE WHO
What is it that John likes?,"""WHAT"" fs-JOHN LIKE"
Who arrived?,WHO ARRIVE
Who arrived?,ARRIVE WHO
Name?,NAME
Some woman arrived.,WOMAN ARRIVE
Sue bought/is buying the blue car.,fs-SUE BUY IX-3p:i CAR BLUE
Some student has the videotape.,SOMETHING/ONE STUDENT HAVE VIDEOTAPE
What did John buy yesterday? Books.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK+"
Who told Bill? Mary did.,WHO TELL:i fs-BILL:i (2h)part:indef fs-MARY
Who told Bill yesterday? Mary did.,TELL:i fs-BILL:i YESTERDAY WHO fs-MARY
What did John buy yesterday? A book.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK"
Who did John see? Mary.,WHO fs-JOHN SEE part:indef fs-MARY
Who did John see? Mary.,WHO fs-JOHN SEE (2h)part:indef fs-MARY
Who did John see throw the apple? Mary.,fs-JOHN SEE:i i:THROW:j IX-3p:j APPLE WHO fs-MARY
What did John buy yesterday?,"fs-JOHN BUY YESTERDAY 'WHAT"""
John should go.,fs-JOHN (1h)GO SHOULD+
John should go.,fs-JOHN (1h)GO SHOULD+
"John should go, he should.",fs-JOHN SHOULD (1h)GO SHOULD++
Who likes chocolate?,LIKE CHOCOLATE WHO
Who likes chocolate?,LIKE CHOCOLATE WHO
Who loves John?,LOVE fs-JOHN WHO
Who did John see throw the apple? Mary.,fs-JOHN SEE:i i:THROW:j APPLE WHO fs-MARY
The student has the videotape.,STUDENT HAVE VIDEOTAPE
Do you understand? Am I clear? ,"5""so, all set"" UNDERSTAND 5""so, all set"" UNDERSTAND CLEAR"
"Yes, it will be better if I stand up so it's more clear but, (whatever).","YES BETTER SUPPOSE IX-1p STAND+ BETTER MORE CLEAR BUT 5""doesn't matter"""
John finished reading.,IX-3p:i fs-JOHN READ++ FINISH IX-3p:i
Did John read the book?  When?,IX-3p:i fs-JOHN READ+ BOOK WHEN IX-3p:i
(Hah!) John hasn't read (it) yet.,IX-3p:i fs-JOHN READ+ NOT-YET
Will John finish reading soon?,IX-3p:i fs-JOHN READ+ IX-3p:i FINISH (L)FUTURE SOON++ IX-3p:i
"As for John reading the book, he already did.",fs-JOHN BOOK READ+ FINISH IX-3p:i
"You see the book over there, John finished reading it yesterday.",IX-3p:i SEE:i BOOK IX-loc:i fs-JOHN FINISH READ+ YESTERDAY
"John was reading that book, what did he say it is about?","IX-3p:i fs-JOHN READ+ BOOK IX-3p:i SAY IX-3p:j (1h)""WHAT"" ABOUT IX-3p:i"
Did the student's mother buy a car already?,IX-3p:i STUDENT MOTHERwg CAR BUY FINISH IX-3p:i
"The student's mother will buy him a car, I'm sure.",STUDENT IX-loc:i MOTHER FUTURE BUY CAR
Which house did the student's father buy?,IX-3p:i STUDENT POSS-3p:i FATHERwg HOUSE WHICH BUY IX-loc-arc
Mother is reading the book.,IX-3p:i MOTHERwg BOOK READ++
