translation,gloss
"When John reads the book, he will know more about LIncoln's life.",fs-JOHN READ BOOK FUTURE KNOW MORE ABOUT ns-LINCOLN POSS-3p LIFE
"When John finds out about the test, he will freak out and need to read the book.","fs-JOHN FIND^#OUT TEST DCL:B""haironheadraising"" NEED READ BOOK"
"When John finds out about the test, he will freak out and need to read the book.","fs-JOHN FIND^#OUT TEST DCL:B""haironheadraising"" NEED READ BOOK"
"Once John had found out that there is a test, he read the book.",fs-J FIND^#OUT TEST FINISH READ BOOK
It's that student's father that is buying a house. ,STUDENT IX-loc POSS-3p FATHERwg BUY HOUSE
That student's father will buy a house.,STUDENT POSS-3p FATHERwg FUTURE BUY HOUSE
It's that student's mother that is buying a car.,STUDENT POSS-3p MOTHER BUY CAR
Which house did the student's father buy?,STUDENT IX-loc POSS-3p FATHER BUY HOUSE WHICH
Will mother read the book?,MOTHER (V)FUTURE READ BOOK QMwg
Why did father buy that book?,FATHER BUY THAT BOOK (25)WHY
Why does father have to buy that book there?,FATHER MUST BUY BOOK IX-loc (25)WHY
Mother should not buy that car!,MOTHER SHOULD NOT BUY THAT CAR part
Should mother buy a car?,MOTHER SHOULD BUY CAR
Why should mother buy a car?,MOTHER SHOULD BUY CAR (25)WHY part
I've never seen John's car.,IX-1p NEVER SEE fs-JOHN POSS-3p CAR NEVER
It's John's CAR I've never seen.,fs-JOHN POSS-3p CAR NEVER SEE IX-1p
It's John's car I've never seen.,fs-JOHN POSS-3p CAR NEVER SEE IX-1p
"As for John's car, I've never seen (it).",fs-JOHN POSS-3p CAR NEVER SEE IX-1p
Father must give a car to John.,MUST FATHER neu:GIVE CAR IX-3p fs-JOHN IX-loc
His father MUST give John a car.,FATHER IX-3p MUST GIFT fs-JOHN CAR
John's father must give the car to Mary.,fs-JOHN FATHERwg IX-3p MUST neu:GIFT CAR IX-3p fs-MARY
"It's John's father, him, who must give a car to Mary.",fs-JOHN POSS-3p FATHERwg IX-3p MUST neu:GIFT CAR IX-3p fs-MARY
It's Mary there to whom John's father must give a car.,IX-3p fs-MARY IX-loc fs-JOHN FATHER MUST GIFT CAR
John should give car to the father.,fs-JOHN SHOULD neu:GIFT CAR IX-3p FATHER
It's John who will give a car to (his) father.,fs-JOHN IX-3p FUTURE GIFT CAR IX-3p FATHER
Mother will buy a house.,MOTHER FUTURE BUY HOUSE
Will mother buy a house?  No.,MOTHER FUTURE BUY HOUSE
Mother is not buying a house.,MOTHER NOT BUY HOUSE
WIll mother buy a house?  No.,MOTHER FUTURE BUY HOUSE
Mother doesn't want to buy a house.,MOTHER NOT-WANT BUY HOUSE
Will mother buy a house?,MOTHER FUTURE BUY HOUSE
How many books will John buy?,HOW-MANY BOOK fs-JOHN FUTURE BUY
Which of those two books did the student give the teacher?,STUDENT GIFT TEACHER WHICH BOOK IX-3p IX-3p IX-3p IX-3p
John is in the house right now reading a book.,fs-JOHN IN IX-3p HOUSE IX-loc NOW IX-loc IX-3p READ BOOK IX-3p
What he is crazy about reading about is cars.,IX-3p LIKE CRAZY READ ABOUT CAR
"When that's done, when he's read the book, he will give it to the teacher.",FINISH BOOK READ FINISH FUTURE TEACHER
Then he will go and buy another book.,GO BUY OTHER BOOK
His parents have been giving and buying him books for a while now.,MOTHER+FATHER GIVE+++ BUY BOOK GIVE+ UP-TO-NOW
The teacher expects John to read a lot.,TEACHER EXPECT fs-JOHN READ MUCH
"(The teacher) regularly watches him,  encouraging him to read.",AND LOOK+ COME-ON READ part
The teacher is at the movies. ,TEACHER NOW IX-3p MOVIE
"After the movie ends, the teacher will buy a book to give to the student to read.",MOVIE END FUTURE BUY BOOK (1h)GIFT STUDENT READ
John is in the house right now reading a book.,fs-JOHN IX-3p HOUSE NOW READ BOOK
He loves to read about cars.,IX-3p KISS-FIST READ ABOUT #CAR READ
"If he can't finish reading the book, then he will give it back to the teacher.",IX-3p CANNOT END READ BOOK (1h)GIFT #BACK IX-3p TEACHER IX-loc
"After he's done, (he) will buy another book.",FINISH FUTURE BUY OTHER BOOK
His parents give him many books and he reads them everyday.,MOTHER+FATHER alt:GIVE++ MANY BOOK alt:GIVE++ IX-3p READ EVERYDAY
The teacher wants him to read a lot of books.,TEACHER WANT IX-3p READ MUCH BOOK
The teacher is at the movies.,TEACHER NOW IX-loc IN MOVIE
After the teacher watches the movie he/she will buy a book.,IX-3p END WATCH MOVIE BUY BOOK
(The teacher) will give the book to the student.,BOOK (L)FUTURE GIFT STUDENT
John knows that man over there.,fs-JOHN KNOW IX-3pi MAN IX-loc
John knows the man over there.,fs-JOHN KNOW IX-3p MAN IX-loc
John knows the man over there.,fs-JOHN KNOW IX-3p MAN IX-loc
John knows the man over there.,fs-JOHN KNOW IX-3p MAN IX-loc
John knows the man over there.,fs-JOHN KNOW IX-3p MAN IX-loc
You know John? Mary loves him.,fs-JOHN fs-MARY LOVE IX-3p
"You know John, Mary he loves her.",fs-JOHN fs-MARY IX-3p LOVE IX-3p
"You know John? Mary, he loves her.",fs-JOHN fs-MARY IX-3p LOVE
"You know John?  Mary, he loves her.",fs-JOHN fs-MARY IX-3p LOVE
"You know John?  Mary, he loves her.",fs-JOHN fs-MARY IX-loc IX-3p LOVE IX-loc
"In China, people prefer broccoli over other vegetables.",CHINA VEGETABLE PEOPLE FAVORITE/PREFER fs-BROCCOLI
his/her new car,POSS-3p NEW CAR
That is John's car.,IX-3p POSS-3p fs-JOHN CAR
That is John's father's car.,IX-3p THAT fs-JOHN POSS-3p FATHER CAR
Is that his father's car?,IX-3p POSS-3p FATHER CAR QMwg
Is that John's father's car?,IX-3p POSS-3p JOHN FATHER CAR
Who does that car belong to?,IX-3p WHO POSS-3p CAR
Who's car is that?,IX-3p WHO POSS-3p CAR part
That used to be John's car.,IX-3p FORMERLY POSS-3p fs-JOHN CAR
That is his/her old car.,POSS-3p #EX CAR
John is arriving there.,fs-JOHN ARRIVE
(He/She) shoots Frank.,SHOOT fs-FRANK
"As for John, he says (he/John) loves Mary.",fs-JOHN IX-3p SAY LOVE fs-MARY
"As for John, he says (he/John) loves Mary.",fs-JOHN IX-3p SAY LOVE fs-MARY
John blames (him/her).,fs-JOHN BLAME
"As for Mary, Bill says John loves (her).",fs-MARY fs-BILL SAY fs-JOHN LOVE
"As for John, Mary blames him.",fs-JOHN fs-MARY BLAME
"As for John, Mary blames him.",fs-JOHN fs-MARY BLAME
Mary herself prefers corn.,fs-MARY SELF-3p FAVORITE/PREFER CORN
Mary herself prefers corn.,fs-MARY SELF-3p FAVORITE/PREFER CORN
People are giving Jana toys.,PEOPLE CLASS i:GIFT+ fs-JANA fs-TOY
People are giving Jana toys.,PEOPLE CLASS i:GIFT++ fs-JANA TOY
Many people are giving Jana toys.,MANY PEOPLE GIFT+ fs-JANA TOY
John loves Mary.,fs-JOHN LOVE fs-MARY
John is arriving.,fs-JOHN ARRIVE
John is arriving.,fs-JOHN ARRIVE
John is arriving.,fs-JOHN ARRIVE
All the boys in the class each gave the teacher an apple.,#ALL BOY CLASS i:GIVE++ TEACHER APPLE
All the boys each give the teacher an apple.,#ALL BOY GIFT++ TEACHER APPLE
All the boys each give the teacher an apple.,#ALL BOY GIFT++ TEACHER APPLE
The girl is giving John boxes.,IX-3p GIRL (1h)GIFT fs-JOHN BOX
The teacher gives the boy a book repeatedly.,TEACHER (1h)GIFT++ BOY BOOK
The teacher gives the boys each a book.,TEACHER GIFT-pl-arc BOY BOOK
John is giving the girl a box.,fs-JOHN neu:(1h)GIFT GIRL BOX
The girls are giving John boxes.,IX-3p-pl-arc GIRL neu:GIVE:pl fs-JOHN BOX
The girls are giving John boxes.,IX-3p-pl-arc GIRL neu:(1h)GIFT fs-JOHN BOX
John is giving the girls boxes.,fs-JOHN neu:(1h)GIFT-pl-arc GIRL BOX
John is giving the girls boxes.,fs-JOHN neu:(1h)GIFT+++:i/j/k GIRL BOX
John is giving the girl boxes.,fs-JOHN neu:(1h)GIFT GIRL BOX
"John told Mary, ""I am buying a house.""",fs-JOHN TELL fs-MARY IX-1p BUY HOUSE
"John told Mary, ""I am buying a house.""",fs-JOHN TELL fs-MARY IX-1p BUY HOUSE
"As for Mary and vegetables, I knows she likes corn.",fs-MARY VEGETABLE KNOW IX-3p LIKE fs-CORN
"As for Mary and vegetables, I know she likes corn.",fs-MARY VEGETABLE IX-1p KNOW IX-3p LIKE fs-CORN
"As for Mary and vegetables, (I) know she likes corn.",fs-MARY VEGETABLE KNOW IX-3p LIKE fs-CORN
"As for Mary, as for vegetables, (I) knows she likes corn.",fs-MARY VEGETABLE KNOW IX-3p LIKE CORN
John thinks Mary loves (him).,fs-JOHN IX-3p THINK fs-MARY LOVE
John thinks Mary loves (him).,fs-JOHN IX-3p THINK fs-MARY (1h)LOVE
John thinks Mary loves (him).,fs-JOHN IX-3p THINK fs-MARY (1h)LOVE
John can buy a house.,fs-JOHN CAN BUY HOUSE
John used to not like chocolate.,fs-JOHN #EX NOT LIKE CHOCOLATE
John must buy a house.,fs-JOHN MUST BUY HOUSE
John will buy a house.,fs-JOHN FUTURE BUY HOUSE
John won't buy a house.,fs-JOHN FUTURE^NOT BUY HOUSE
John lived in Chicago.,fs-JOHN PAST LIVE CHICAGO
John will buy a car.,fs-JOHN BUY CAR FUTURE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John should not buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John shouldn't buy a house.,fs-JOHN SHOULD NOT BUY HOUSE
John doesn't have to buy a house.,fs-JOHN NOT^HAVE-TO BUY HOUSE
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John decided to visit Mary.,fs-JOHN DECIDE VISIT fs-MARY
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John will not buy a house.,fs-JOHN FUTURE NOT BUY HOUSE
John wants to sell (his/a) car.,fs-JOHN WANT SELL CAR
John wants to sell his car in the future.,fs-JOHN WANT SELL CAR FUTURE
"In the future, John will go.",FUTURE fs-JOHN GO FUTURE
John prefers to go to the movies tomorrow.,fs-JOHN FAVORITE/PREFER GO MOVIE TOMORROW
"Next week, John is going to New York.",NEXT-WEEK fs-JOHN GO ns-NEW-YORK
"John, in the future, is not buying a house.",fs-JOHN FUTURE NOT BUY HOUSE
"John, in the future, won't buy a house.",fs-JOHN FUTURE FUTURE^NOT BUY HOUSE
Is John buying a car?  In the future.,fs-JOHN BUY CAR FUTURE
John should buy a car.,fs-JOHN BUY CAR SHOULD
"In the future, John should buy a car.",FUTURE fs-JOHN BUY CAR SHOULD
Is John going to buy a car?  He won't.,fs-JOHN BUY CAR FUTURE^NOT
"John can go, he can.",fs-JOHN CAN #GO CAN
"Last week, John went to New York.",LAST-WEEK fs-JOHN GO ns-NEW-YORK
John will visit Mary.,fs-JOHN FUTURE VISIT fs-MARY
John will visit Mary.,fs-JOHN FUTURE VISIT fs-MARY
John will visit Mary.,fs-JOHN FUTURE VISIT fs-MARY
John is not visiting Mary.  (He) is visiting (his) Mother.,fs-JOHN NOT VISIT fs-MARY VISIT MOTHER-wg IX-3p
John did not visit Mary.,fs-JOHN NOT VISIT fs-MARY
John did not visit Mary.,fs-JOHN NOT VISIT fs-MARY
John has visited Mary.,fs-JOHN FINISH VISIT fs-MARY
Ann blames Mary.,fs-ANN BLAME fs-MARY
Ann blames Mary.,fs-ANN BLAME fs-MARY
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John will have seen Mary.,fs-JOHN FUTURE FINISH SEE fs-MARY
John should finish reading the book.,fs-JOHN SHOULD FINISH READ BOOK
John will finish reading the book.,fs-JOHN FUTURE FINISH READ BOOK
John likes chocolate.,fs-JOHN LIKE CHOCOLATE
I found someone's book.,IX-1p FIND/FIND-OUT SOMETHING/ONE POSS-3p BOOK
John's brother arrived.,fs-JOHN BROTHER ARRIVE
Someone arrived here.,SOMETHING/ONE ARRIVE HERE
John gave that man a new coat.,fs-JOHN (1h)GIFT IX-3p MAN NEW COAT
"John, he gave the man over there a new coat.",fs-JOHN IX-3p (1h)GIFT IX-3p MAN IX-loc NEW COAT
John gave the man way over there a new coat.,fs-JOHN neu:(1h)GIFT IX-3p MAN IX-loc NEW COAT
"John, he gave a man over there a book.",fs-JOHN IX-3p (1h)GIFT IX-3p MAN IX-loc BOOK
John gave a woman over there a book.,fs-JOHN neu:GIVE IX-loc SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE IX-loc SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE IX-loc SOMETHING/ONE WOMAN BOOK
John gave some woman over there a book.,fs-JOHN neu:GIVE IX-loc SOMETHING/ONE WOMAN BOOK
That woman way over there has a book.,IX-loc WOMAN HAVE BOOK
The person way over there has a book.,IX-3p HAVE BOOK
Frank's new car broke down.,fs-FRANK POSS-3p NEW CAR BREAK-DOWN
Frank's car broke down.,fs-FRANK POSS-3p CAR BREAK-DOWN
His/her new car broke down.,POSS-3p NEW CAR BREAK-DOWN
I found someone's book.,IX-1p FIND/FIND-OUT SOMETHING/ONE BOOK
Frank is looking for whose book?,fs-FRANK SEARCH-FOR WHO POSS-3p BOOK part
John's brother arrives.,fs-JOHN POSS-3p BROTHER ARRIVE
John's leg hurts.,fs-JOHN POSS-3p fs-LEG HURT
John's leg hurts.  ,fs-JOHN fs-LEG HURT
John's friend has candy.,fs-JOHN POSS-3p FRIEND HAVE CANDY
John's friend has candy.,fs-JOHN POSS-3p FRIEND HAVE CANDY
I don't know.  Some woman arrived here.,part SOMETHING/ONE part WOMAN ARRIVE part
"Well, some woman arrived.",part WOMAN part ARRIVE HERE
Some woman arrived here.,WOMAN ARRIVE HERE
Sue bought (is buying) the blue car.,IX-3p CAR BLUE fs-SUE BUY
Sue bought (is buying) that blue car.,IX-3p CAR BLUE fs-SUE BUY
Someone's car was stolen.,SOMETHING/ONE CAR STEAL
Someone's car was stolen.,SOMETHING/ONE POSS-3p CAR STEAL
John's old house was sold yesterday.,fs-JOHN POSS-3p OLD HOUSE SELL YESTERDAY
Sue bought that blue car.,fs-SUE BUY IX-3p CAR BLUE
Sue is buying that blue car.,fs-SUE BUY IX-3p CAR BLUE
Sue is buying that blue car.,fs-SUE BUY IX-3p CAR BLUE
Sue is buying the blue car.,fs-SUE BUY CAR BLUE
John read a/the book.,fs-JOHN READ BOOK
John read a/the book.,fs-JOHN READ BOOK
"A student, someone, borrowed a videotape.  ",ONE STUDENT SOMETHING/ONE BORROW VIDEOTAPE
John's mother arrived.  Whose mother arrived?,fs-JOHN POSS-3p MOTHER ARRIVE WHO MOTHERwg ARRIVE
His/her new car broke down.,POSS-3p NEW CAR BREAK-DOWN
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK"
"Who did John see, who?",fs-JOHN SEE WHO part
"Who did John see, him, who?",IX-3p fs-JOHN SEE WHO IX-3p WHO
"As for John, Mary loves him.",fs-JOHN fs-MARY LOVE IX-3p
"As for John, he likes Mary.",fs-JOHN IX-3p LIKE fs-MARY
"Who, as for vegetables, prefers potatoes?",WHO VEGETABLE PREFER POTATO part
What is it John loves?,"""WHAT"" fs-JOHN LOVE ""WHAT"""
"What is it John loves, what?","""WHAT"" fs-JOHN LOVE ""WHAT"""
"What is it John loves, what?","""WHAT"" fs-JOHN LOVE ""WHAT"""
Who told Bill?  Mary.,WHO TELL fs-BILL fs-MARY
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK"
What did John buy yesterday?  Books.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK"
What did John buy yesterday?  Books.,"fs-JOHN BUY ""WHAT"" YESTERDAY BOOK"
What did John buy?  Books.,"fs-JOHN BUY ""WHAT"" BOOK"
Who told Bill yesterday?  Mary (did).  ,TELL fs-BILL YESTERDAY WHO fs-MARY
Who told Bill yesterday?  Mary (did).,TELL fs-BILL YESTERDAY WHO fs-MARY
Who did John see throw the apple?  Mary.,fs-JOHN SEE THROW APPLE WHO fs-MARY
Who arrived?,ARRIVE WHO
Who loves John?,LOVE fs-JOHN WHO
Who loves John?,LOVE fs-JOHN WHO
"Who did John see, who?","fs-JOHN SEE WHO ""WHAT"""
"Who, who does John love?",WHO fs-JOHN LOVE WHO
What is it that John likes?,"""WHAT"" fs-JOHN LIKE"
Who arrived?,WHO ARRIVE
Who arrived?,ARRIVE WHO
Name?,NAME
Some woman arrived.,WOMAN ARRIVE
Sue bought/is buying the blue car.,fs-SUE BUY IX-3p CAR BLUE
Some student has the videotape.,SOMETHING/ONE STUDENT HAVE VIDEOTAPE
What did John buy yesterday? Books.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK"
Who told Bill? Mary did.,WHO TELL fs-BILL part fs-MARY
Who told Bill yesterday? Mary did.,TELL fs-BILL YESTERDAY WHO fs-MARY
What did John buy yesterday? A book.,"fs-JOHN BUY YESTERDAY ""WHAT"" BOOK"
Who did John see? Mary.,WHO fs-JOHN SEE part fs-MARY
Who did John see? Mary.,WHO fs-JOHN SEE part fs-MARY
Who did John see throw the apple? Mary.,fs-JOHN SEE THROW IX-3p APPLE WHO fs-MARY
What did John buy yesterday?,"fs-JOHN BUY YESTERDAY 'WHAT"""
John should go.,fs-JOHN GO SHOULD
John should go.,fs-JOHN GO SHOULD
"John should go, he should.",fs-JOHN SHOULD GO SHOULD
Who likes chocolate?,LIKE CHOCOLATE WHO
Who likes chocolate?,LIKE CHOCOLATE WHO
Who loves John?,LOVE fs-JOHN WHO
Who did John see throw the apple? Mary.,fs-JOHN SEE THROW APPLE WHO fs-MARY
The student has the videotape.,STUDENT HAVE VIDEOTAPE
Do you understand? Am I clear? ,UNDERSTAND UNDERSTAND CLEAR
"Yes, it will be better if I stand up so it's more clear but, (whatever).",YES BETTER SUPPOSE IX-1p STAND BETTER MORE CLEAR BUT
John finished reading.,IX-3p fs-JOHN READ FINISH IX-3p
Did John read the book?  When?,IX-3p fs-JOHN READ BOOK WHEN IX-3p
(Hah!) John hasn't read (it) yet.,IX-3p fs-JOHN READ NOT-YET
Will John finish reading soon?,IX-3p fs-JOHN READ IX-3p FINISH (L)FUTURE SOON IX-3p
"As for John reading the book, he already did.",fs-JOHN BOOK READ FINISH IX-3p
"You see the book over there, John finished reading it yesterday.",IX-3p SEE BOOK IX-loc fs-JOHN FINISH READ YESTERDAY
"John was reading that book, what did he say it is about?","IX-3p fs-JOHN READ BOOK IX-3p SAY IX-3p ""WHAT"" ABOUT IX-3p"
Did the student's mother buy a car already?,IX-3p STUDENT MOTHERwg CAR BUY FINISH IX-3p
"The student's mother will buy him a car, I'm sure.",STUDENT IX-loc MOTHER FUTURE BUY CAR
Which house did the student's father buy?,IX-3p STUDENT POSS-3p FATHERwg HOUSE WHICH BUY IX-loc-arc
Mother is reading the book.,IX-3p MOTHERwg BOOK READ
Mother is planning to read the book later.,IX-3p MOTHERwg PLAN READ BOOK LATERwg
Will mother read a book later?,IX-3p MOTHERwg BOOK (L)FUTURE READ LATERwg
Is mother reading the book?,IX-3p MOTHER READ BOOK IX-3p
Mother bought a car.,IX-3p MOTHER IX-3p CAR BUY IX-3p
Father bought a book.,IX-3p FATHER IX-loc BUY BOOK IX-3p
Mother should not buy that car.,IX-3p MOTHERwg IX-3p CAR BUY SHOULD NOT
Why did mother buy a car?,IX-3p MOTHERwg BUY CAR REALLY (25)WHY^part
I have never seen John's car.,IX-3p fs-JOHN CAR IX-1p NEVER SEE:neu IX-3p part
I have never seen John's car.,IX-3p fs-JOHN CAR IX-1p NEVER SEE
"WOW.   As for John's car, it was stolen. ",REALLY WOW/AWFUL IX-3p fs-JOHN CAR STEAL
It--that car there--is John's father's.,IX-loc THAT CAR IX-loc fs-JOHN FATHERwg IX-loc
Is that car there John's father's?,IX-3p CAR IX-loc fs-JOHN FATHER
Whose car is that?,IX-3p CAR WHO
Is that John's former car?,IX-3p fs-JOHN FORMERLY CAR IX-loc
"He, father, must buy a car for John (I'm telling you).",IX-3p FATHERwg MUST BUY CAR fs-JOHN IX-loc
"He, John's father there, must buy this/that for Mary there. ",IX-3p fs-JOHN FATHER IX-loc MUST BUY IX-3p fs-MARY IX-loc
John's father there is giving a car to John.  ,fs-JOHN FATHERwg IX-loc neu:GIFT CAR fs-JOHN
Will John give his father THAT CAR?,IX-3p CAR fs-JOHN (L)FUTURE FATHERwg
It's John's mother? she's buying A HOUSE?,IX-3p fs-JOHN MOTHERwg IX-loc HOUSE BUY IX-3p
"No, will she buy a house?  No,  John's mother doesn't want to buy a house.",IX-3p HOUSE BUY NO fs-JOHN MOTHERwg NOT-WANT
Mother doesn't want to buy a house.,MOTHER NOT-WANT BUY HOUSE IX-3p
John bought many books.,IX-3p fs-JOHN BUY MANY BOOK
Did John buy many books? How many did he buy?,IX-3p fs-JOHN MANY BOOK BUY HOW-MANY part
Teacher really liked the movie.,IX-3p REALLY TEACHER MOVIE REALLY LIKE
The teacher enjoyed (the movie) but the kids did not like the movie.,IX-3p TEACHER ENJOY BUT IX-3p KID NOT LIKE MOVIE part
The teacher doesn't like the movie.,IX-3p TEACHER VOMIT MOVIE
"I don't know if the teacher likes the movie, I (just) don't know.",IX-3p NOT-KNOW TEACHER LIKE MOVIE NOT-KNOW part
Mother isn't buying a car for John.,IX-3p MOTHERwg IX-loc BUY CAR FOR fs-JOHN
The student likes CHOCOLATE.,CHOCOLATE REALLY STUDENT LIKE
The teacher likes CHOCOLATE.,CHOCOLATE TEACHER IX-3p LIKE
Why doesn't John like chocolate?,fs-JOHN CHOCOLATE NOT LIKE (25)WHY part
How many books has John read so far?,fs-JOHN READ HOW-MANY BOOK UP-TO-NOW
How many books did the student read?,STUDENT READ HOW-MANY BOOK
For how long has that student been reading the book?,IX-3p STUDENT IX-3p READ BOOK UP-TO-NOW part
Mother gave John chocolate yesterday.,IX-3p MOTHERwg neu:GIVE fs-JOHN CHOCOLATE YESTERDAY
"He, John, gave his mother chocolate.",fs-JOHN CHOCOLATE MOTHERwg
"John, he is giving chocolate to his mother now.",fs-JOHN IX-3p NOW CHOCOLATE MOTHERwg
"About John giving mother chocolate, will he do it soon?",fs-JOHN GIVE MOTHER CHOCOLATE (L)FUTURE SOON
Did mother give chocolate to John?,MOTHER GIVE CHOCOLATE fs-JOHN
The teacher has been car shopping for a while now.,IX-3p TEACHER IX-loc CAR BUY UP-TO-NOW
Has the teacher been car shopping lately(all this time)?,IX-3p TEACHER CAR BUY UP-TO-NOW
How many cars did the student buy (pay for)?,STUDENT IX-loc PAY HOW-MANY CAR
The student there loves chocolate but doesn't like reading.,IX-3p STUDENT IX-loc KISS-FIST CHOCOLATE VOMIT READ
The student doesn't like to read but loves chocolate.,STUDENT READ VOMIT KISS-FIST CHOCOLATE part
The teacher enjoys reading but not movies.,TEACHER ENJOY READ BUT MOVIE NOT
After I finished the past semester at CSUN......,IX-1p OVER/AFTER IX-1p FINISH fs-CSUN PAST SEMESTER
My two friends joined and we decided to drive to Boston.,IX-1p TWO FRIEND IX-1p DECIDE DRIVE TO fs-BOSTON ns-BOSTON IX-1p
I drove from LA to SF to visit a good friend of mine there.,IX-1p DRIVE START FROM TO ns-fs-SF VISIT GOOD FRIEND fs-OF POSS-1p
We went on a trip to San Francisco.  We enjoyed it so much and SF is a beautiful city. ,POSS-1p WONDERFUL REALLY ENJOY REALLY GRAB-CHANCE ns-fs-SF AREA BEAUTIFUL CITY/COMMUNITY
"I have to admit that SF copies Boston a little, but anyway...",CITY/COMMUNITY REALLY IX-3p ADMIT IX-3p COPY fs-BOSTON LITTLE-BIT BUT
I drove straight across the country from SF.,"falsestart IX-1p DRIVE FROM TO DCL:bent-B-L""straightacross"""
"I was on I-80 all the way across the country and then I eventually got on I-90.  I expected that it would take me maybe three or four days to drive across the country. Unfortunately, I was wrong!","ON I-80 ALL-THE-WAY DCL:B""straightacross"" (L)FUTURE CHANGE I-90 LATER IX-1p EXPECT THREE-DAY FOUR-DAY REALLY IX-1p WRONG WOW/AWFUL"
"As my frends and I were driving through the state of Nevada, the three of us were really tempted to gamble. So, we decided to stop by at a casino on the border between Nevada and California.","REALLY IX-1p DRIVE IX-1p ENTER fs-NEVADA REALLY FRIEND TEMPT DECIDE SCL:3""carpullingover"" GAMBLE fs-CASINO ON START ns-fs-NEV STATE LINE (vulcan)BETWEEN ns-CALIFORNIA AND IX-3p ns-fs-NEV"
I pulled the car over.  We gambled. I had a good time for maybe a couple of hours and then I got back into the car. ,"IX-1p SCL:3""carpullingover"" GAMBLE HAVE GOOD TIME FOR ONE TWO FEW HOUR IX-1p SCL:crvd-V""sittingon"" ON #CAR"
We hoped to get out of Nevada soon so we wouldn't feel tempted to gamble again because we all had lost some money from gambling.  ,"FINE IX-1p DRIVE HOPE OUTSIDE fs-NEVADA #SO NOT FEEL TEMPT AGAIN TO GAMBLE (25)WHY IX-1p-pl-arc LOSE LITTLE-BIT MONEY BUT ""it'sok"""
"When we were getting ready to get out of Nevada, I felt something on the back of my car. All of a sudden, the car dropped down in the back and was skidding.","READY TO OUTSIDE fs-NEVADA REALLY FEEL SOMETHING/ONE fs-OF POSS-1p #CAR SCL:B""backendofcarskidding"""
My friends were driving in front of me and I was following them.  I had to get their attention by waving my hand so I could pull their car over.,"IX-1p POSS-1p FRIEND SCL:3""carfollowingothercar"" IX-1p ""wave"" SCL:3""carspullingover"""
"As I got out of my car, I looked at the back of my car and saw one of the tires was flat. The tire literally blew out in two pieces! It was all gone!","IX-1p SCL:1""walkingaround"" OUT POSS-1p #CAR SCL:1""walkingaround"" LOOK POSS-1p TIRE FLAT DCL:5-C""tiresplit"" IN TWO PART DCL:5""tiresplit"" REALLY GONE"
I started to realize that I had a spare tire in the trunk so it was a good thing that I brought it with me. ,"IX-1p ""relief"" GOOD THING IX-1p BRING fs-SPARE TIRE IX-1p BRING IN THUMB-IX-loc""back"" fs-TRUNK TRUNK"
"I rummaged in the trunk.  I admit that it was my first time changing a tire. I know all men should know how, but unfortunately, I didn't.","IX-1p DCL:crvd-5""movingthingsintrunk"" CL:flat-o""packing"" REALLY POSS-1p FIRST TIME CHANGE TIRE ADMIT KNOW-THAT #ALL MAN SHOULD KNOW HOW TO CHANGE TIRE BUT fs-UN+FORTUNATELY NOT FOR IX-1p part"
I changed the tire. The tire was a donut tire that is only supposed to last for 50 miles.,IX-1p CHANGE TIRE REALLY IX-loc THAT TIRE DONUT fs-DONUT TIRE (L)FUTURE CONTINUE FOR ONLY 50 fs-MILES
"And, it's like 11 o'clock at night--everything was closed.  I just had to find a place to stay and have the car fixed the next morning. ",AND THAT fs-WAS SAME ELEVEN NIGHT EVERY+THING CLOSE IX-1p MUST FIND/FIND-OUT PLACE STAY AND FIX TOMORROW MORNING
"in the morning. However, as I was driving, I found one hotel, but it had a casino too.",THAT MORNING DRIVE FIND/FIND-OUT ONE HOTEL #BUT IX-3p HAVE fs-CASINO SAME
My friends were driving in front of me and I waved to get their attention.  I told them that we really had to stay at the hotel because it's our only choice. ,"SAME IX-1p TELL IX-3p-pl-3-arc FRIEND IX-1p REALLY POSS-1p FRIEND DRIVE SAME SCL:3""carfollowingothercar"" IX-1p MUST STAY HOTEL ONLY CHOICE IX-1p HAVE"
The donut tire only lasts for 50 miles so I really had to pull over soon.  We finally arrived at the hotel. We gambled all night and we didn't sleep at all! ,"IX-3p CONTINUE FOR 50 fs-MILES FINISH NEAR SOON END #SO IX-1p SCL:3""carspullingover"" STAY ON THAT HOTEL GAMBLE ALL-NIGHT STAY-AWAKE-ALL-NIGHT NOT-YET SLEEP (O>5)NOTHING"
